DANH SÁCH TOẠ ĐỘ VÀ ĐỘ DỊCH CHUYỂN PIXEL GIỮA 2 ẢNH
==========================================================================================
STT   X1 (Ảnh 1)     Y1 (Ảnh 1)     X2 (Ảnh 2)     Y2 (Ảnh 2)     Dịch chuyển (Pixel) 
38    227.13         412.07         273.94         403.93         47.52               
39    230.46         404.63         276.68         396.82         46.87               
40    232.99         464.74         279.38         455.34         47.33               
41    235.35         462.89         279.38         455.34         44.67               
42    240.92         432.37         286.10         425.15         45.75               
43    243.75         400.65         289.87         393.54         46.66               
44    243.75         400.65         289.87         393.54         46.66               
45    245.62         423.97         291.44         416.73         46.39               
46    245.62         423.97         291.44         416.73         46.39               
47    249.18         413.68         294.94         406.68         46.29               
48    249.18         413.68         294.94         406.68         46.29               
49    254.16         399.99         300.69         393.58         46.97               
50    258.07         404.97         305.67         398.24         48.07               
51    259.21         431.96         304.59         425.33         45.86               
52    261.85         433.71         305.78         428.12         44.29               
53    263.88         410.94         309.76         404.88         46.28               
54    269.49         400.70         315.43         395.15         46.27               
55    271.22         414.03         316.20         408.63         45.30               
56    273.41         434.13         319.42         428.08         46.41               
57    279.40         420.68         325.00         415.17         45.92               
58    281.17         470.97         326.45         467.61         45.40               
59    286.52         443.41         331.79         437.99         45.60               
60    292.57         431.79         336.31         428.29         43.88               
61    294.00         463.63         341.92         457.01         48.37               
62    296.37         461.60         341.92         457.01         45.77               
63    300.26         420.32         345.50         416.33         45.42               
64    301.08         453.84         346.55         449.96         45.63               
65    302.22         390.47         351.95         385.94         49.94               
66    305.24         404.20         355.20         399.97         50.13               
67    310.39         457.49         357.84         452.90         47.67               
68    310.67         439.66         359.41         435.20         48.94               
69    312.55         424.10         361.63         419.26         49.32               
70    315.96         356.70         366.64         354.90         50.71               
71    331.05         356.18         379.51         352.48         48.60               
72    336.34         361.38         385.38         359.26         49.09               
73    339.01         396.67         388.12         395.01         49.14               
74    340.61         320.72         389.65         320.65         49.03               
75    340.67         411.48         389.09         408.93         48.50               
76    342.53         371.47         389.97         364.83         47.90               
77    343.40         387.14         390.93         385.27         47.56               
78    347.88         385.92         397.42         384.13         49.57               
79    349.93         407.55         397.51         406.56         47.59               
80    355.79         431.61         402.48         430.15         46.72               
81    356.23         403.11         402.53         402.43         46.31               
82    356.98         467.14         406.66         464.07         49.78               
83    357.68         409.74         404.06         410.10         46.39               
84    360.44         399.08         406.50         398.61         46.06               
85    364.03         400.28         410.68         399.93         46.64               
86    364.57         407.21         410.73         407.00         46.16               
87    368.95         420.89         414.94         421.02         45.99               
88    369.63         469.83         418.87         467.74         49.29               
89    371.38         436.18         417.42         436.14         46.04               
90    372.81         405.09         419.65         405.30         46.84               
91    373.77         412.04         419.93         412.40         46.17               
92    373.77         412.04         419.93         412.40         46.17               
93    376.32         448.32         421.10         448.67         44.78               
94    377.69         73.06          434.53         68.79          57.00               
95    377.99         418.87         424.04         419.41         46.05               
96    379.45         402.92         426.20         403.91         46.76               
97    383.93         395.69         429.60         396.91         45.69               
98    384.07         401.62         431.45         402.48         47.38               
99    384.16         431.56         430.39         432.57         46.24               
100   384.16         431.56         430.39         432.57         46.24               
101   385.66         434.41         432.71         435.43         47.06               
102   395.91         453.55         443.60         456.01         47.75               
103   399.33         389.24         446.88         390.86         47.58               
104   399.33         389.24         446.88         390.86         47.58               
105   400.82         385.96         448.48         387.75         47.69               
106   401.37         459.02         448.21         461.20         46.89               
107   404.71         455.40         451.39         457.73         46.74               
108   404.71         455.40         451.39         457.73         46.74               
109   409.18         439.26         456.23         441.62         47.11               
110   412.98         383.83         461.65         386.01         48.72               
111   413.46         443.95         460.31         446.82         46.94               
112   414.02         449.99         462.18         452.72         48.24               
113   414.66         453.63         462.08         456.63         47.52               
114   418.80         459.04         466.01         462.20         47.32               
115   420.21         435.30         467.22         438.73         47.14               
116   423.54         367.41         472.21         369.83         48.73               
117   425.25         429.82         472.86         433.15         47.73               
118   426.02         372.40         474.85         375.09         48.90               
119   429.93         314.06         481.90         320.10         52.31               
120   430.09         364.66         480.20         367.41         50.19               
121   430.42         379.25         479.45         382.40         49.13               
122   430.74         14.76          491.36         9.16           60.88               
123   431.08         108.14         489.11         104.50         58.15               
124   431.55         102.95         489.89         99.16          58.46               
125   431.64         335.08         482.02         340.37         50.65               
126   431.79         90.70          490.41         86.53          58.78               
127   432.13         152.81         488.99         149.98         56.93               
128   432.41         136.15         489.26         132.84         56.94               
129   432.44         303.02         484.56         304.55         52.15               
130   432.47         156.56         488.88         154.18         56.46               
131   432.62         147.05         489.51         144.60         56.94               
132   432.84         191.40         488.36         189.45         55.55               
133   433.09         298.43         485.11         300.05         52.04               
134   433.18         206.46         488.36         205.57         55.19               
135   433.33         272.69         486.36         273.26         53.03               
136   433.39         201.81         488.42         200.92         55.03               
137   433.43         325.84         485.16         331.88         52.08               
138   433.55         248.48         487.36         248.56         53.81               
139   433.79         232.79         487.85         232.13         54.06               
140   433.95         227.81         488.62         227.33         54.67               
141   434.04         179.81         490.24         178.06         56.23               
142   434.04         179.81         490.24         178.06         56.23               
143   434.10         211.83         488.44         211.24         54.35               
144   434.30         430.30         482.49         434.23         48.35               
145   434.34         110.83         492.40         107.35         58.16               
146   434.37         386.53         484.26         389.85         50.01               
147   434.56         116.79         492.33         113.46         57.86               
148   435.12         128.53         492.56         125.51         57.52               
149   435.21         145.46         492.29         142.45         57.16               
150   435.22         139.66         492.39         136.46         57.26               
151   435.22         139.66         492.39         136.46         57.26               
152   435.63         154.17         492.24         152.84         56.63               
153   435.70         434.23         484.32         437.97         48.76               
154   435.71         172.24         492.06         170.25         56.38               
155   435.94         177.17         492.13         175.20         56.22               
156   436.05         182.93         491.98         181.32         55.95               
157   436.05         182.93         491.98         181.32         55.95               
158   436.43         188.08         492.29         186.34         55.89               
159   436.43         188.08         492.29         186.34         55.89               
160   436.75         371.93         486.53         375.20         49.88               
161   436.92         352.32         487.25         355.93         50.46               
162   436.92         352.32         487.25         355.93         50.46               
163   437.17         214.90         492.20         214.18         55.04               
164   437.17         214.90         492.20         214.18         55.04               
165   437.26         208.79         492.42         208.29         55.16               
166   437.85         231.81         492.24         231.81         54.39               
167   437.85         231.81         492.24         231.81         54.39               
168   438.02         138.30         495.58         135.71         57.62               
169   438.99         128.27         496.72         125.39         57.80               
170   440.34         206.70         495.89         205.05         55.58               
171   440.62         323.34         492.06         328.88         51.74               
172   440.67         366.14         491.21         369.28         50.64               
173   440.67         366.14         491.21         369.28         50.64               
174   440.92         241.36         495.16         241.89         54.24               
175   440.99         257.05         494.71         257.78         53.72               
176   441.38         307.10         493.63         309.04         52.29               
177   441.62         341.02         491.90         345.91         50.52               
178   442.04         127.54         500.24         124.48         58.29               
179   442.40         16.57          503.52         11.08          61.36               
180   442.40         441.80         490.86         446.27         48.67               
181   443.59         136.89         501.79         133.93         58.27               
182   443.59         136.89         501.79         133.93         58.27               
183   444.23         23.17          505.26         17.63          61.28               
184   444.60         377.18         495.12         380.91         50.66               
185   444.86         145.91         502.29         143.67         57.47               
186   444.97         197.17         500.65         196.15         55.68               
187   445.00         282.68         498.31         282.79         53.31               
188   445.04         239.62         499.43         239.37         54.39               
189   445.13         99.85          504.03         95.50          59.06               
190   445.29         300.18         497.97         302.78         52.74               
191   445.44         231.37         500.25         231.48         54.81               
192   445.46         178.64         501.94         177.07         56.50               
193   445.54         236.48         500.15         236.57         54.61               
194   445.74         311.71         498.31         313.27         52.60               
195   445.85         215.16         501.36         214.58         55.52               
196   445.88         204.74         501.48         209.26         55.78               
197   445.98         188.72         502.18         187.57         56.22               
198   446.06         166.70         503.41         168.60         57.38               
199   446.09         167.10         503.20         165.31         57.14               
200   446.16         172.54         502.80         171.14         56.66               
201   446.16         290.34         499.39         292.13         53.26               
202   446.39         139.71         504.31         136.95         57.98               
203   446.39         139.71         504.31         136.95         57.98               
204   446.44         296.42         499.33         298.37         52.92               
205   446.47         145.22         504.29         142.48         57.89               
206   446.78         276.02         500.39         277.48         53.63               
207   449.50         284.58         502.99         286.33         53.52               
208   449.73         277.96         503.31         279.33         53.60               
209   450.73         357.51         500.49         361.32         49.91               
210   453.99         368.91         504.24         372.61         50.39               
211   453.99         368.91         504.24         372.61         50.39               
212   456.86         376.49         506.54         381.12         49.89               
213   458.14         438.26         507.68         443.61         49.83               
214   458.14         438.26         507.68         443.61         49.83               
215   466.21         442.27         516.22         447.84         50.32               
216   466.31         462.97         515.80         468.89         49.85               
217   468.44         361.47         516.23         365.37         47.94               
218   470.42         393.93         521.70         399.02         51.53               
219   472.74         428.41         523.90         434.78         51.55               
220   472.74         428.41         523.90         434.78         51.55               
221   478.15         448.84         528.55         455.19         50.80               
222   480.77         421.58         532.05         428.02         51.68               
223   481.97         394.70         533.72         400.45         52.07               
224   485.96         431.74         537.17         438.45         51.64               
225   487.55         399.89         539.30         405.97         52.11               
226   487.57         392.98         539.85         399.11         52.64               
227   489.00         451.56         540.18         458.58         51.67               
228   491.48         439.78         543.17         447.03         52.19               
229   494.43         358.24         546.34         363.54         52.18               
230   494.84         398.34         547.55         405.22         53.16               
231   495.09         408.71         547.23         415.46         52.58               
232   495.09         408.71         547.23         415.46         52.58               
233   496.06         447.36         547.62         454.90         52.12               
234   498.45         443.01         550.14         450.80         52.28               
235   499.83         380.60         551.69         386.67         52.21               
236   500.45         454.47         552.06         462.29         52.20               
237   501.33         379.22         553.96         386.13         53.09               
238   501.52         392.31         555.56         400.33         54.63               
239   501.93         388.67         555.08         395.31         53.57               
240   503.73         395.68         556.63         402.58         53.35               
241   503.92         437.50         555.82         445.55         52.52               
242   505.28         446.42         557.98         454.26         53.28               
243   506.20         421.88         558.33         429.67         52.71               
244   506.52         367.36         559.26         373.49         53.10               
245   509.13         420.95         562.17         429.09         53.66               
246   510.95         387.73         563.79         395.10         53.36               
247   514.16         437.37         567.34         445.24         53.76               
248   514.30         388.33         568.44         395.80         54.66               
249   516.31         445.72         569.41         453.70         53.69               
250   519.52         363.13         574.71         369.73         55.58               
251   526.23         391.51         580.34         399.63         54.72               
252   527.93         396.02         583.03         403.70         55.64               
253   528.60         385.34         582.69         393.58         54.72               
254   532.54         402.20         587.08         412.32         55.46               
255   534.96         383.83         589.07         391.38         54.64               
256   536.83         294.31         595.60         299.36         58.99               
257   541.10         406.42         596.82         415.35         56.43               
258   542.81         418.26         598.59         426.46         56.38               
259   549.66         416.58         605.36         426.11         56.52               
260   556.37         387.05         614.14         396.04         58.46               
261   557.01         358.55         614.29         366.18         57.79               
262   559.85         405.62         616.60         415.36         57.58               
263   560.27         438.96         615.98         448.87         56.59               
264   560.38         449.75         616.06         460.00         56.62               
265   566.32         410.81         623.36         421.03         57.95               
266   568.16         366.85         625.69         375.18         58.13               
267   568.25         428.50         624.35         439.01         57.08               
268   570.89         413.01         627.98         423.29         58.01               
269   570.96         407.30         628.00         417.11         57.88               
270   570.96         407.30         628.00         417.11         57.88               
271   574.83         349.34         634.08         357.62         59.83               
==========================================================================================
📊 TỔNG KẾT THÔNG SỐ THỰC TẾ:
- Tổng số điểm khớp chính xác thu được: 271 điểm.
- Độ dịch chuyển trung bình của vật thể: 51.89 pixels.
