DANH SÁCH TOẠ ĐỘ VÀ ĐỘ DỊCH CHUYỂN PIXEL GIỮA 2 ẢNH
==========================================================================================
STT   X1 (Ảnh 1)     Y1 (Ảnh 1)     X2 (Ảnh 2)     Y2 (Ảnh 2)     Dịch chuyển (Pixel) 
51    488.99         149.98         503.67         53.22          97.87               
52    489.26         132.84         504.47         34.46          99.55               
53    489.51         144.60         504.21         47.09          98.62               
54    490.86         446.27         496.70         346.75         99.69               
55    491.98         181.32         506.11         86.45          95.92               
56    491.98         181.32         506.11         86.45          95.92               
57    492.01         158.86         506.49         62.37          97.57               
58    492.01         158.86         506.49         62.37          97.57               
59    492.06         170.25         506.36         74.94          96.38               
60    492.06         170.25         506.36         74.94          96.38               
61    492.07         221.22         505.18         128.92         93.23               
62    492.07         221.22         505.18         128.92         93.23               
63    492.13         175.20         506.41         80.24          96.03               
64    492.20         214.18         505.61         121.56         93.58               
65    492.20         214.18         505.61         121.56         93.58               
66    492.29         186.34         506.28         92.35          95.03               
67    492.29         186.34         506.28         92.35          95.03               
68    492.39         136.46         507.49         38.38          99.23               
69    492.39         136.46         507.49         38.38          99.23               
70    492.56         125.51         507.95         26.48          100.22              
71    493.63         309.04         503.96         218.80         90.83               
72    495.12         380.91         503.95         288.85         92.49               
73    495.16         241.89         507.73         149.83         92.92               
74    495.89         205.05         509.45         112.05         93.99               
75    496.72         125.39         512.22         26.36          100.23              
76    497.67         278.99         509.31         188.96         90.78               
77    500.15         236.57         513.02         144.73         92.73               
78    500.59         210.22         514.16         116.24         94.95               
79    500.65         196.15         514.71         102.04         95.15               
80    501.36         214.58         514.77         121.71         93.83               
81    501.94         177.07         516.59         81.75          96.44               
82    502.18         187.57         516.26         92.77          95.84               
83    503.20         165.31         517.93         68.76          97.67               
84    503.59         153.86         518.52         57.02          97.99               
85    504.22         118.94         520.13         18.62          101.58              
86    504.51         114.78         520.40         14.34          101.69              
87    506.54         381.12         514.56         289.05         92.42               
88    508.31         475.55         514.43         371.18         104.55              
89    516.22         447.84         522.50         347.19         100.85              
90    521.70         399.02         530.09         305.22         94.17               
91    523.90         434.78         530.25         335.65         99.34               
92    523.90         434.78         530.25         335.65         99.34               
93    527.72         472.54         533.24         367.93         104.76              
94    528.55         455.19         534.03         352.14         103.19              
95    532.05         428.02         538.40         330.11         98.11               
96    536.30         469.00         542.33         364.95         104.23              
97    539.85         399.11         547.31         304.30         95.10               
98    540.18         458.58         545.60         355.95         102.77              
99    542.93         466.75         547.74         362.70         104.16              
100   543.17         447.03         548.70         345.67         101.51              
101   543.95         451.28         549.44         349.72         101.71              
102   546.72         444.58         552.71         343.46         101.29              
103   547.23         415.46         553.83         318.94         96.75               
104   547.55         405.22         554.61         309.71         95.78               
105   550.14         450.80         555.00         348.48         102.44              
106   551.40         460.56         556.51         356.66         104.02              
107   552.06         462.29         557.07         358.18         104.23              
108   555.82         445.55         560.36         343.64         102.02              
109   556.05         465.61         561.20         361.98         103.76              
110   556.63         402.58         563.36         307.17         95.64               
111   557.08         467.41         561.20         361.98         105.50              
112   558.33         429.67         564.36         331.01         98.84               
113   562.17         429.09         567.78         329.97         99.27               
114   567.39         440.30         573.87         334.96         105.54              
115   570.17         431.44         573.87         334.96         96.56               
116   575.52         428.62         581.04         330.03         98.74               
117   595.60         299.36         607.09         206.58         93.49               
118   605.30         365.33         614.46         270.97         94.80               
119   605.36         426.11         611.06         325.31         100.96              
120   611.85         438.94         617.53         335.68         103.42              
121   614.29         366.18         622.68         271.46         95.09               
122   615.98         448.87         620.35         343.90         105.06              
123   616.06         460.00         620.44         352.81         107.27              
124   616.44         448.55         620.35         343.90         104.72              
125   625.69         375.18         633.83         279.94         95.59               
126   626.11         426.62         631.49         325.93         100.83              
127   626.97         440.91         631.51         339.87         101.14              
==========================================================================================
📊 TỔNG KẾT THÔNG SỐ THỰC TẾ:
- Tổng số điểm khớp chính xác thu được: 127 điểm.
- Độ dịch chuyển trung bình của vật thể: 96.65 pixels.
