DANH SÁCH TOẠ ĐỘ VÀ ĐỘ DỊCH CHUYỂN PIXEL GIỮA 2 ẢNH
==========================================================================================
STT   X1 (Ảnh 1)     Y1 (Ảnh 1)     X2 (Ảnh 2)     Y2 (Ảnh 2)     Dịch chuyển (Pixel) 
68    255.27         321.94         305.44         318.86         50.26               
69    258.94         281.15         314.07         279.73         55.15               
70    260.02         326.47         310.06         323.55         50.12               
71    267.33         407.43         318.85         404.86         51.59               
72    267.59         310.53         322.15         307.43         54.64               
73    268.50         347.98         322.22         346.61         53.74               
74    271.70         258.59         327.80         258.20         56.10               
75    274.25         334.79         327.07         331.16         52.94               
76    274.25         334.79         327.07         331.16         52.94               
77    275.60         448.25         320.43         446.15         44.88               
78    280.54         275.01         334.13         272.23         53.66               
79    280.54         275.01         334.13         272.23         53.66               
80    281.42         459.82         327.93         454.94         46.76               
81    281.56         249.75         337.00         250.14         55.43               
82    282.58         251.33         337.00         250.14         54.43               
83    288.38         309.10         341.53         307.72         53.17               
84    290.02         449.40         336.85         445.87         46.96               
85    291.39         255.46         345.16         254.84         53.78               
86    313.78         260.60         365.46         260.82         51.68               
87    313.79         302.57         364.11         302.70         50.33               
88    314.88         313.86         365.04         313.68         50.16               
89    318.18         293.83         368.55         294.14         50.37               
90    318.41         468.98         367.31         469.38         48.90               
91    324.67         323.07         374.39         323.53         49.73               
92    325.00         331.95         376.85         331.52         51.85               
93    330.90         314.61         379.98         315.78         49.10               
94    335.21         327.99         384.18         329.01         48.98               
95    339.36         293.23         388.36         294.52         49.02               
96    339.52         299.44         390.04         300.67         50.54               
97    340.24         330.96         389.86         332.28         49.63               
98    340.24         330.96         389.86         332.28         49.63               
99    344.65         302.54         394.89         304.00         50.27               
100   345.48         333.68         395.02         335.22         49.57               
101   345.62         294.85         396.40         296.43         50.80               
102   345.62         294.85         396.40         296.43         50.80               
103   349.26         355.18         400.73         357.05         51.50               
104   351.21         307.88         401.45         309.63         50.28               
105   351.70         301.48         401.93         303.53         50.27               
106   353.91         304.85         404.60         306.51         50.72               
107   354.12         293.46         404.85         295.50         50.77               
108   355.10         431.33         406.22         432.47         51.14               
109   356.08         352.09         405.82         354.28         49.78               
110   359.89         348.93         409.21         351.43         49.39               
111   364.48         334.92         414.04         337.14         49.61               
112   366.49         291.10         415.94         294.12         49.54               
113   367.18         279.70         419.03         282.18         51.90               
114   374.28         331.62         424.50         334.82         50.32               
115   376.50         270.65         428.52         273.77         52.12               
116   379.06         276.18         429.92         279.36         50.96               
117   382.39         268.82         435.92         271.99         53.63               
118   382.63         268.81         435.92         271.99         53.39               
119   383.21         88.60          443.37         89.53          60.16               
120   383.41         282.35         435.58         285.44         52.26               
121   383.70         106.10         443.00         107.37         59.32               
122   383.91         116.64         443.23         117.96         59.34               
123   384.00         227.04         438.87         229.64         54.93               
124   384.04         460.84         434.37         463.06         50.38               
125   384.38         38.96          446.85         39.37          62.46               
126   385.03         62.15          446.47         63.00          61.45               
127   385.03         62.15          446.47         63.00          61.45               
128   385.12         55.89          446.80         56.52          61.69               
129   385.12         55.89          446.80         56.52          61.69               
130   385.70         74.52          446.66         75.03          60.96               
131   386.00         79.47          446.74         80.29          60.74               
132   386.22         85.91          446.61         86.95          60.39               
133   386.22         85.91          446.61         86.95          60.39               
134   387.40         107.95         447.00         108.82         59.60               
135   387.75         17.35          450.90         18.99          63.17               
136   387.86         113.32         447.15         114.75         59.31               
137   387.92         27.33          451.23         28.06          63.32               
138   388.06         119.75         447.01         120.91         58.96               
139   388.06         119.75         447.01         120.91         58.96               
140   388.80         229.67         443.07         232.63         54.36               
141   389.18         266.98         442.19         270.43         53.12               
142   389.42         257.56         442.60         260.31         53.26               
143   389.49         275.14         441.80         278.70         52.43               
144   391.95         147.03         450.02         148.92         58.11               
145   393.01         218.22         447.82         220.97         54.89               
146   393.55         335.34         444.27         339.67         50.90               
147   394.29         7.27           458.39         7.66           64.09               
148   394.38         45.49          456.26         47.53          61.92               
149   395.14         92.34          455.71         92.55          60.57               
150   395.25         101.17         455.34         102.21         60.10               
151   395.38         33.17          458.34         34.04          62.96               
152   395.42         81.21          456.39         82.12          60.97               
153   395.49         340.11         446.30         344.51         51.01               
154   395.61         51.12          457.99         51.72          62.38               
155   395.77         45.12          458.41         45.92          62.65               
156   395.90         68.63          457.45         69.61          61.55               
157   395.93         124.85         455.19         125.58         59.27               
158   395.94         91.84          456.30         93.02          60.38               
159   396.02         74.57          457.24         75.78          61.24               
160   396.07         39.04          458.53         39.95          62.47               
161   396.32         141.80         454.67         143.79         58.38               
162   396.44         279.73         448.83         283.66         52.54               
163   396.52         130.82         456.02         133.00         59.54               
164   396.56         102.49         456.59         103.98         60.05               
165   401.46         259.45         454.82         263.30         53.50               
166   405.27         271.99         458.43         275.75         53.29               
167   406.87         282.72         460.89         286.82         54.17               
168   407.73         331.51         459.79         336.58         52.30               
169   407.73         331.51         459.79         336.58         52.30               
170   409.19         278.18         461.33         282.71         52.34               
171   416.22         276.88         469.08         281.51         53.07               
172   422.79         276.44         475.70         281.26         53.12               
173   422.89         287.79         475.76         291.97         53.04               
174   430.88         293.05         485.02         298.75         54.44               
175   430.88         293.05         485.02         298.75         54.44               
176   431.50         287.95         485.85         293.99         54.69               
177   433.17         396.85         484.10         404.25         51.47               
178   433.92         282.14         487.64         287.66         54.00               
179   433.93         323.88         487.03         330.13         53.47               
180   433.93         323.88         487.03         330.13         53.47               
181   436.19         269.69         491.05         274.80         55.10               
182   436.34         290.84         490.92         297.00         54.93               
183   436.48         451.62         488.67         457.75         52.55               
184   437.25         419.60         488.29         427.31         51.62               
185   438.34         386.24         489.99         393.70         52.19               
186   439.59         280.55         493.91         286.43         54.65               
187   439.60         408.77         490.51         416.71         51.52               
188   442.10         397.71         492.83         405.84         51.37               
189   443.09         295.38         497.78         301.86         55.08               
190   443.48         304.38         497.21         310.63         54.09               
191   443.48         304.38         497.21         310.63         54.09               
192   444.59         331.94         498.28         338.37         54.08               
193   447.18         405.79         501.19         413.32         54.53               
194   447.75         363.90         501.60         371.92         54.45               
195   447.83         403.09         499.12         411.16         51.92               
196   447.83         403.09         499.12         411.16         51.92               
197   450.70         281.44         507.28         287.72         56.93               
198   451.09         292.81         505.98         299.15         55.26               
199   451.14         333.82         505.70         340.87         55.01               
200   451.14         333.82         505.70         340.87         55.01               
201   453.55         380.93         506.20         389.42         53.33               
202   454.83         291.25         509.78         298.36         55.41               
203   455.12         341.83         510.01         349.47         55.42               
204   455.38         313.13         510.16         320.50         55.27               
205   457.35         317.26         513.33         323.28         56.30               
206   459.43         403.43         511.77         412.39         53.10               
207   459.43         403.43         511.77         412.39         53.10               
208   459.62         333.84         514.97         341.81         55.91               
209   460.18         413.23         512.57         422.99         53.29               
210   460.86         292.10         516.22         299.65         55.87               
211   462.55         360.56         516.08         369.89         54.34               
212   464.25         382.01         517.54         390.55         53.97               
213   464.37         408.65         516.85         418.16         53.34               
214   466.48         312.18         522.51         321.03         56.72               
215   466.48         312.18         522.51         321.03         56.72               
216   468.32         452.72         519.71         462.06         52.24               
217   468.74         441.98         520.01         452.11         52.26               
218   470.00         393.50         523.77         403.14         54.63               
219   474.77         297.51         531.36         307.00         57.39               
220   474.77         297.51         531.36         307.00         57.39               
221   475.13         306.85         532.85         316.22         58.47               
222   476.07         423.36         528.71         433.82         53.67               
223   478.07         412.79         530.87         423.29         53.84               
224   479.95         422.50         533.81         433.99         55.07               
225   480.29         451.72         532.10         462.58         52.93               
226   482.13         417.84         535.20         428.05         54.04               
227   482.96         429.92         535.70         444.29         54.66               
228   483.61         403.89         536.90         414.48         54.33               
229   483.67         433.83         535.70         444.29         53.08               
230   484.74         307.91         542.24         316.32         58.11               
231   485.75         435.78         538.23         446.85         53.64               
232   485.78         296.08         543.40         304.32         58.20               
233   486.32         450.42         538.35         461.80         53.25               
234   489.56         300.61         547.81         309.07         58.86               
235   490.16         429.81         542.87         440.08         53.70               
236   492.04         460.21         543.56         472.07         52.87               
237   492.17         332.96         548.67         342.83         57.35               
238   495.52         293.21         553.60         302.03         58.75               
239   499.40         306.98         557.15         317.35         58.67               
240   499.86         302.87         557.86         312.19         58.74               
241   501.17         446.77         554.95         458.29         55.00               
242   501.38         282.90         560.45         291.38         59.68               
243   501.84         331.93         559.39         341.67         58.37               
244   502.03         317.84         560.53         325.55         59.01               
245   502.96         324.18         560.81         333.26         58.56               
246   503.18         324.12         560.81         333.26         58.35               
247   503.66         419.90         557.71         432.06         55.41               
248   506.17         372.24         561.51         383.04         56.38               
249   506.39         318.18         564.31         328.35         58.80               
250   508.08         299.35         567.02         308.62         59.67               
251   509.51         305.81         568.00         315.80         59.34               
252   511.70         313.23         570.06         322.85         59.15               
253   512.26         296.89         571.85         306.89         60.43               
254   513.47         298.40         571.85         306.89         58.99               
255   513.84         316.47         572.11         326.74         59.17               
256   518.05         424.67         572.56         438.29         56.19               
257   518.05         424.67         572.56         438.29         56.19               
258   518.28         310.74         577.17         320.85         59.75               
259   522.81         416.02         580.14         429.79         58.96               
260   523.23         293.99         583.24         303.96         60.83               
261   523.27         309.58         582.68         320.15         60.34               
262   524.04         408.09         579.02         421.08         56.50               
263   528.50         318.44         587.83         329.42         60.34               
264   531.35         325.92         589.86         337.41         59.63               
265   531.36         314.15         590.26         325.02         59.90               
266   533.66         285.75         592.12         295.06         59.20               
267   536.85         302.05         597.16         312.86         61.27               
268   537.67         286.64         596.99         296.55         60.14               
269   542.50         325.44         602.66         337.56         61.36               
270   543.04         312.46         603.55         323.42         61.49               
271   543.04         312.46         603.55         323.42         61.49               
272   543.11         288.02         602.47         298.13         60.21               
273   545.21         299.07         606.42         310.08         62.20               
274   545.34         331.43         605.05         343.56         60.93               
275   547.20         290.19         606.36         299.97         59.96               
276   547.92         413.29         606.45         427.01         60.12               
277   552.60         301.29         615.19         311.77         63.47               
278   554.82         335.63         615.20         348.73         61.79               
279   557.81         322.88         619.00         335.49         62.47               
280   562.33         293.15         624.69         305.00         63.47               
281   566.31         330.19         627.42         343.44         62.53               
282   566.31         330.19         627.42         343.44         62.53               
283   566.47         303.15         627.25         313.78         61.70               
284   569.17         300.01         631.89         312.06         63.86               
==========================================================================================
📊 TỔNG KẾT THÔNG SỐ THỰC TẾ:
- Tổng số điểm khớp chính xác thu được: 284 điểm.
- Độ dịch chuyển trung bình của vật thể: 55.43 pixels.
